seed1,team1,score1,seed2,team2,score2,round,year
2,Stanford,76,1,Notre Dame,75,8,2017
1,South Carolina,71,3,Florida State,64,8,2017
2,Mississippi State,66,1,UConn,64,4,2017
1,South Carolina,62,2,Stanford,53,4,2017
1,South Carolina,67,2,Mississippi State,55,2,2017
1,UConn,140,16,Saint Francis,52,64,2018
9,Quinnipiac,86,8,Miami (FL),72,64,2018
5,Duke,72,12,Belmont,58,64,2018
4,Georgia,68,13,Mercer,63,64,2018
11,Buffalo,102,6,South Florida,79,64,2018
3,Florida State,91,14,Little Rock,49,64,2018
10,Virginia,68,7,California,62,64,2018
2,South Carolina,63,15,North Carolina A&T,52,64,2018
1,Mississippi State,95,16,Nicholls State,50,64,2018
9,Oklahoma State,84,8,Syracuse,57,64,2018
5,Maryland,77,12,Princeton,57,64,2018
4,NC State,62,13,Elon,35,64,2018
11,Creighton,76,6,Iowa,70,64,2018
3,UCLA,71,14,American,60,64,2018
7,Arizona State,73,10,Nebraska,62,64,2018
2,Texas,83,15,Maine,54,64,2018
1,Louisville,74,16,Boise State,42,64,2018
8,Marquette,84,9,Dayton,65,64,2018
12,Florida Gulf Coast,80,5,Missouri,70,64,2018
4,Stanford,82,13,Gonzaga,68,64,2018
6,Oregon State,82,11,Western Kentucky,58,64,2018
3,Tennessee,100,14,Liberty,60,64,2018
7,Michigan,75,10,Northern Colorado,61,64,2018
2,Baylor,96,15,Grambling State,46,64,2018
1,Notre Dame,99,16,Cal State Northridge,81,64,2018
9,Villanova,81,8,South Dakota State,74,64,2018
5,DePaul,90,12,Oklahoma,79,64,2018
4,Texas A&M,89,13,Drake,76,64,2018
11,Central Michigan,78,6,LSU,69,64,2018
3,Ohio State,87,14,George Washington,45,64,2018
10,Minnesota,89,7,Green Bay,77,64,2018
2,Oregon,88,15,Seattle,45,64,2018
1,UConn,71,9,Quinnipiac,46,32,2018
5,Duke,66,4,Georgia,40,32,2018
11,Buffalo,86,3,Florida State,65,32,2018
2,South Carolina,66,10,Virginia,56,32,2018
1,Mississippi State,71,9,Oklahoma State,56,32,2018
4,NC State,74,5,Maryland,60,32,2018
3,UCLA,86,11,Creighton,64,32,2018
2,Texas,85,7,Arizona State,65,32,2018
1,Louisville,90,8,Marquette,72,32,2018
4,Stanford,90,12,Florida Gulf Coast,70,32,2018
6,Oregon State,66,3,Tennessee,59,32,2018
2,Baylor,80,7,Michigan,58,32,2018
1,Notre Dame,98,9,Villanova,72,32,2018
4,Texas A&M,80,5,DePaul,79,32,2018
11,Central Michigan,95,3,Ohio State,78,32,2018
2,Oregon,101,10,Minnesota,73,32,2018
1,UConn,72,5,Duke,59,16,2018
2,South Carolina,79,11,Buffalo,63,16,2018
1,Mississippi State,71,4,NC State,57,16,2018
3,UCLA,84,2,Texas,75,16,2018
1,Louisville,86,4,Stanford,59,16,2018
6,Oregon State,72,2,Baylor,67,16,2018
1,Notre Dame,90,4,Texas A&M,84,16,2018
2,Oregon,83,11,Central Michigan,68,16,2018
1,UConn,94,2,South Carolina,65,8,2018
1,Mississippi State,89,3,UCLA,73,8,2018
1,Louisville,76,6,Oregon State,43,8,2018
1,Notre Dame,84,2,Oregon,74,8,2018
1,Notre Dame,91,1,UConn,89,4,2018
1,Mississippi State,73,1,Louisville,63,4,2018
1,Notre Dame,61,1,Mississippi State,58,2,2018
1,Louisville,69,16,Robert Morris,34,64,2019
8,Michigan,84,9,Kansas State,54,64,2019
5,Gonzaga,68,12,Little Rock,51,64,2019
4,Oregon State,80,13,Boise State,75,64,2019
6,UCLA,89,11,Tennessee,77,64,2019
3,Maryland,73,14,Radford,51,64,2019
10,Buffalo,82,7,Rutgers,71,64,2019
2,UConn,110,15,Towson,61,64,2019
1,Notre Dame,92,16,Bethune-Cookman,50,64,2019
9,Michigan State,89,8,Central Michigan,88,64,2019
5,Marquette,58,12,Rice,54,64,2019
4,Texas A&M,84,13,Wright State,61,64,2019
11,Missouri State,89,6,DePaul,78,64,2019
3,Iowa State,97,14,New Mexico State,61,64,2019
7,BYU,73,10,Auburn,64,64,2019
2,Stanford,79,15,UC Davis,54,64,2019
1,Baylor,95,16,Abilene Christian,38,64,2019
8,California,92,9,North Carolina,72,64,2019
5,Florida State,70,12,Bucknell,67,64,2019
4,South Carolina,74,13,Belmont,52,64,2019
6,Kentucky,82,11,Princeton,77,64,2019
3,NC State,63,14,Maine,51,64,2019
7,Missouri,77,10,Drake,76,64,2019
2,Iowa,66,15,Mercer,61,64,2019
1,Mississippi State,103,16,Southern,46,64,2019
9,Clemson,79,8,South Dakota,66,64,2019
5,Arizona State,60,12,UCF,45,64,2019
4,Miami (FL),69,13,Florida Gulf Coast,62,64,2019
6,South Dakota State,76,11,Quinnipiac,65,64,2019
3,Syracuse,70,14,Fordham,49,64,2019
10,Indiana,69,7,Texas,65,64,2019
2,Oregon,78,15,Portland State,40,64,2019
1,Louisville,71,8,Michigan,50,32,2019
4,Oregon State,76,5,Gonzaga,70,32,2019
6,UCLA,85,3,Maryland,80,32,2019
2,UConn,84,10,Buffalo,72,32,2019
1,Notre Dame,91,9,Michigan State,63,32,2019
4,Texas A&M,78,5,Marquette,76,32,2019
11,Missouri State,69,3,Iowa State,60,32,2019
2,Stanford,72,7,BYU,63,32,2019
1,Baylor,102,8,California,63,32,2019
4,South Carolina,72,5,Florida State,64,32,2019
3,NC State,72,6,Kentucky,57,32,2019
2,Iowa,68,7,Missouri,52,32,2019
1,Mississippi State,85,9,Clemson,61,32,2019
5,Arizona State,57,4,Miami (FL),55,32,2019
6,South Dakota State,75,3,Syracuse,64,32,2019
2,Oregon,91,10,Indiana,68,32,2019
1,Louisville,61,4,Oregon State,44,16,2019
2,UConn,69,6,UCLA,61,16,2019
1,Notre Dame,87,4,Texas A&M,80,16,2019
2,Stanford,55,11,Missouri State,46,16,2019
1,Baylor,93,4,South Carolina,68,16,2019
2,Iowa,79,3,NC State,61,16,2019
1,Mississippi State,76,5,Arizona State,53,16,2019
2,Oregon,63,6,South Dakota State,53,16,2019
2,UConn,80,1,Louisville,73,8,2019
1,Notre Dame,84,2,Stanford,68,8,2019
1,Baylor,85,2,Iowa,53,8,2019
2,Oregon,88,1,Mississippi State,84,8,2019
1,Baylor,72,2,Oregon,67,4,2019
1,Notre Dame,81,2,UConn,76,4,2019
1,Baylor,82,1,Notre Dame,81,2,2019
1,Stanford,87,16,Utah Valley,44,64,2021
8,Oklahoma State,84,9,Wake Forest,61,64,2021
5,Missouri State,70,12,UC Davis,51,64,2021
13,Wright State,66,4,Arkansas,62,64,2021
6,Oregon,67,11,South Dakota,47,64,2021
3,Georgia,67,14,Drexel,53,64,2021
7,Northwestern,62,10,UCF,51,64,2021
2,Louisville,74,15,Marist,43,64,2021
1,South Carolina,79,16,Mercer,53,64,2021
8,Oregon State,83,9,Florida State,59,64,2021
5,Georgia Tech,54,12,Stephen F. Austin,52,64,2021
4,West Virginia,77,13,Lehigh,53,64,2021
6,Texas,81,11,Bradley,62,64,2021
3,UCLA,69,14,Wyoming,48,64,2021
7,Alabama,80,10,North Carolina,71,64,2021
2,Maryland,98,15,Mount St. Mary's,45,64,2021
1,NC State,79,16,North Carolina A&T,58,64,2021
8,South Florida,57,9,Washington State,53,64,2021
12,Belmont,64,5,Gonzaga,59,64,2021
4,Indiana,63,13,VCU,32,64,2021
11,BYU,69,6,Rutgers,66,64,2021
3,Arizona,79,14,Stony Brook,44,64,2021
7,Iowa State,79,10,Michigan State,75,64,2021
2,Texas A&M,84,15,Troy,80,64,2021
1,UConn,102,16,High Point,59,64,2021
8,Syracuse,72,9,South Dakota State,55,64,2021
5,Iowa,87,12,Central Michigan,72,64,2021
4,Kentucky,71,13,Idaho State,63,64,2021
6,Michigan,87,11,Florida Gulf Coast,66,64,2021
3,Tennessee,87,14,Middle Tennessee,62,64,2021
7,Virginia Tech,70,10,Marquette,63,64,2021
2,Baylor,101,15,Jackson State,52,64,2021
1,Stanford,73,8,Oklahoma State,62,32,2021
5,Missouri State,64,13,Wright State,39,32,2021
6,Oregon,57,3,Georgia,50,32,2021
2,Louisville,62,7,Northwestern,53,32,2021
1,South Carolina,59,8,Oregon State,42,32,2021
5,Georgia Tech,73,4,West Virginia,56,32,2021
6,Texas,71,3,UCLA,62,32,2021
2,Maryland,100,7,Alabama,64,32,2021
1,NC State,79,8,South Florida,67,32,2021
4,Indiana,70,12,Belmont,48,32,2021
3,Arizona,52,11,BYU,46,32,2021
2,Texas A&M,84,7,Iowa State,82,32,2021
1,UConn,83,8,Syracuse,47,32,2021
5,Iowa,86,4,Kentucky,72,32,2021
6,Michigan,70,3,Tennessee,55,32,2021
2,Baylor,90,7,Virginia Tech,48,32,2021
1,Stanford,89,5,Missouri State,62,16,2021
2,Louisville,60,6,Oregon,42,16,2021
1,South Carolina,76,5,Georgia Tech,65,16,2021
6,Texas,64,2,Maryland,61,16,2021
4,Indiana,73,1,NC State,70,16,2021
3,Arizona,74,2,Texas A&M,59,16,2021
1,UConn,92,5,Iowa,72,16,2021
2,Baylor,78,6,Michigan,75,16,2021
1,Stanford,78,2,Louisville,63,8,2021
1,South Carolina,62,6,Texas,34,8,2021
3,Arizona,66,4,Indiana,53,8,2021
1,UConn,69,2,Baylor,67,8,2021
1,Stanford,66,1,South Carolina,65,4,2021
3,Arizona,69,1,UConn,59,4,2021
1,Stanford,54,3,Arizona,53,2,2021
16,Howard,55,16,Incarnate Word,51,0,2022
11,Dayton,88,11,DePaul,57,0,2022
16,Longwood,74,16,Mount St. Mary's,70,0,2022
11,Missouri State,61,11,Florida State,50,0,2022
1,South Carolina,79,16,Howard,21,64,2022
8,Miami (FL),78,9,South Florida,66,64,2022
5,North Carolina,79,12,Stephen F. Austin,66,64,2022
4,Arizona,72,13,UNLV,67,64,2022
6,Georgia,70,11,Dayton,54,64,2022
3,Iowa State,78,14,UT Arlington,71,64,2022
10,Creighton,84,7,Colorado,74,64,2022
2,Iowa,98,15,Illinois State,58,64,2022
1,Louisville,83,16,Albany,51,64,2022
9,Gonzaga,68,8,Nebraska,55,64,2022
12,Belmont,73,5,Oregon,70,64,2022
4,Tennessee,80,13,Buffalo,67,64,2022
11,Villanova,61,6,BYU,57,64,2022
3,Michigan,74,14,American,39,64,2022
10,South Dakota,75,7,Ole Miss,61,64,2022
2,Baylor,89,15,Hawaiʻi,49,64,2022
1,Stanford,78,16,Montana State,37,64,2022
8,Kansas,77,9,Georgia Tech,58,64,2022
12,Florida Gulf Coast,84,5,Virginia Tech,81,64,2022
4,Maryland,102,13,Delaware,71,64,2022
6,Ohio State,63,11,Missouri State,56,64,2022
3,LSU,83,14,Jackson State,77,64,2022
7,Utah,92,10,Arkansas,69,64,2022
2,Texas,70,15,Fairfield,52,64,2022
1,NC State,96,16,Longwood,68,64,2022
9,Kansas State,50,8,Washington State,40,64,2022
5,Notre Dame,89,12,UMass,78,64,2022
4,Oklahoma,78,13,IUPUI,72,64,2022
11,Princeton,69,6,Kentucky,62,64,2022
3,Indiana,85,14,Charlotte,51,64,2022
7,UCF,69,10,Florida,52,64,2022
2,Connecticut,83,15,Mercer,38,64,2022
1,South Carolina,49,8,Miami (FL),33,32,2022
5,North Carolina,63,4,Arizona,45,32,2022
3,Iowa State,67,6,Georgia,44,32,2022
10,Creighton,64,2,Iowa,62,32,2022
1,Louisville,68,9,Gonzaga,59,32,2022
4,Tennessee,70,12,Belmont,67,32,2022
3,Michigan,64,11,Villanova,49,32,2022
10,South Dakota,61,2,Baylor,47,32,2022
1,Stanford,91,8,Kansas,65,32,2022
4,Maryland,89,12,Florida Gulf Coast,65,32,2022
6,Ohio State,79,3,LSU,64,32,2022
2,Texas,78,7,Utah,56,32,2022
1,NC State,89,9,Kansas State,57,32,2022
5,Notre Dame,108,4,Oklahoma,64,32,2022
3,Indiana,56,11,Princeton,55,32,2022
2,Connecticut,52,7,UCF,47,32,2022
1,South Carolina,69,5,North Carolina,61,16,2022
10,Creighton,76,3,Iowa State,68,16,2022
1,Louisville,76,4,Tennessee,64,16,2022
3,Michigan,52,10,South Dakota,49,16,2022
1,Stanford,72,4,Maryland,66,16,2022
2,Texas,66,6,Ohio State,63,16,2022
1,NC State,66,5,Notre Dame,63,16,2022
2,Connecticut,75,3,Indiana,58,16,2022
1,South Carolina,80,10,Creighton,50,8,2022
1,Louisville,62,3,Michigan,50,8,2022
1,Stanford,59,2,Texas,50,8,2022
2,Connecticut,91,1,NC State,87,8,2022
1,South Carolina,72,1,Louisville,59,4,2022
2,Connecticut,63,1,Stanford,58,4,2022
1,South Carolina,64,2,Connecticut,49,2,2022
11,Mississippi State,70,11,Illinois,56,0,2023
16,Tennessee Tech,79,16,Monmouth,69,0,2023
11,St. John's,66,11,Purdue,64,0,2023
16,Sacred Heart,57,16,Southern,47,0,2023
1,South Carolina,72,16,Norfolk State,40,64,2023
8,South Florida,67,9,Marquette,65,64,2023
5,Oklahoma,85,12,Portland,63,64,2023
4,UCLA,67,13,Sacramento State,45,64,2023
11,Mississippi State,81,6,Creighton,66,64,2023
3,Notre Dame,82,14,Southern Utah,56,64,2023
7,Arizona,75,10,West Virginia,62,64,2023
2,Maryland,93,15,Holy Cross,61,64,2023
1,Indiana,77,16,Tennessee Tech,47,64,2023
9,Miami (FL),62,8,Oklahoma State,61,64,2023
12,Florida Gulf Coast,74,5,Washington State,63,64,2023
4,Villanova,76,13,Cleveland State,59,64,2023
6,Michigan,71,11,UNLV,59,64,2023
3,LSU,73,14,Hawaiʻi,50,64,2023
10,Princeton,64,7,NC State,63,64,2023
2,Utah,103,15,Gardner–Webb,77,64,2023
1,Virginia Tech,58,16,Chattanooga,33,64,2023
9,South Dakota State,62,8,USC,57,64,2023
12,Toledo,80,5,Iowa State,73,64,2023
4,Tennessee,95,13,Saint Louis,50,64,2023
6,North Carolina,61,11,St. John's,59,64,2023
3,Ohio State,80,14,James Madison,66,64,2023
7,Baylor,78,10,Alabama,74,64,2023
2,UConn,95,15,Vermont,52,64,2023
1,Stanford,92,16,Sacred Heart,49,64,2023
8,Ole Miss,71,9,Gonzaga,48,64,2023
5,Louisville,83,12,Drake,81,64,2023
4,Texas,79,13,East Carolina,40,64,2023
6,Colorado,82,11,Middle Tennessee,60,64,2023
3,Duke,89,14,Iona,49,64,2023
10,Georgia,66,7,Florida State,54,64,2023
2,Iowa,95,15,Southeastern Louisiana,43,64,2023
1,South Carolina,76,8,South Florida,45,32,2023
4,UCLA,82,5,Oklahoma,73,32,2023
3,Notre Dame,53,11,Mississippi State,48,32,2023
2,Maryland,77,7,Arizona,64,32,2023
9,Miami (FL),70,1,Indiana,68,32,2023
4,Villanova,76,12,Florida Gulf Coast,57,32,2023
3,LSU,66,6,Michigan,42,32,2023
2,Utah,63,10,Princeton,56,32,2023
1,Virginia Tech,72,9,South Dakota State,60,32,2023
4,Tennessee,94,12,Toledo,47,32,2023
3,Ohio State,71,6,North Carolina,69,32,2023
2,UConn,77,7,Baylor,58,32,2023
8,Ole Miss,54,1,Stanford,49,32,2023
5,Louisville,73,4,Texas,51,32,2023
6,Colorado,61,3,Duke,53,32,2023
2,Iowa,74,10,Georgia,66,32,2023
1,South Carolina,59,4,UCLA,43,16,2023
2,Maryland,76,3,Notre Dame,59,16,2023
9,Miami (FL),70,4,Villanova,65,16,2023
3,LSU,66,2,Utah,63,16,2023
1,Virginia Tech,73,4,Tennessee,64,16,2023
3,Ohio State,73,2,UConn,61,16,2023
5,Louisville,72,8,Ole Miss,62,16,2023
2,Iowa,87,6,Colorado,77,16,2023
1,South Carolina,86,2,Maryland,75,8,2023
3,LSU,54,9,Miami (FL),42,8,2023
1,Virginia Tech,84,3,Ohio State,74,8,2023
2,Iowa,97,5,Louisville,83,8,2023
2,Iowa,77,1,South Carolina,73,4,2023
3,LSU,79,1,Virginia Tech,72,4,2023
3,LSU,102,2,Iowa,85,2,2023
16,Presbyterian,49,16,Sacred Heart,42,0,2024
11,Arizona,69,11,Auburn,59,0,2024
16,Holy Cross,72,16,UT Martin,45,0,2024
12,Vanderbilt,72,12,Columbia,68,0,2024
1,South Carolina,91,16,Presbyterian,39,64,2024
8,North Carolina,59,9,Michigan State,56,64,2024
5,Oklahoma,73,12,Florida Gulf Coast,70,64,2024
4,Indiana,89,13,Fairfield,56,64,2024
6,Nebraska,61,11,Texas A&M,59,64,2024
3,Oregon State,73,14,Eastern Washington,51,64,2024
7,Ole Miss,67,10,Marquette,55,64,2024
2,Notre Dame,81,15,Kent State,67,64,2024
1,Texas,82,16,Drexel,42,64,2024
8,Alabama,82,9,Florida State,74,64,2024
5,Utah,68,12,South Dakota State,54,64,2024
4,Gonzaga,75,13,UC Irvine,56,64,2024
6,Tennessee,92,11,Green Bay,63,64,2024
3,NC State,64,14,Chattanooga,45,64,2024
7,Iowa State,93,10,Maryland,86,64,2024
2,Stanford,79,15,Norfolk State,50,64,2024
1,Iowa,91,16,Holy Cross,65,64,2024
8,West Virginia,63,9,Princeton,53,64,2024
5,Colorado,86,12,Drake,72,64,2024
4,Kansas State,78,13,Portland,65,64,2024
11,Middle Tennessee,71,6,Louisville,69,64,2024
3,LSU,70,14,Rice,60,64,2024
7,Creighton,87,10,UNLV,73,64,2024
2,UCLA,84,15,California Baptist,55,64,2024
1,USC,87,16,Texas A&M–Corpus Christi,55,64,2024
8,Kansas,81,9,Michigan,72,64,2024
5,Baylor,80,12,Vanderbilt,63,64,2024
4,Virginia Tech,92,13,Marshall,49,64,2024
6,Syracuse,74,11,Arizona,69,64,2024
3,UConn,86,14,Jackson State,64,64,2024
7,Duke,72,10,Richmond,61,64,2024
2,Ohio State,80,15,Maine,57,64,2024
1,South Carolina,88,8,North Carolina,41,32,2024
4,Indiana,75,5,Oklahoma,68,32,2024
3,Oregon State,61,6,Nebraska,51,32,2024
2,Notre Dame,71,7,Ole Miss,56,32,2024
1,Texas,65,8,Alabama,54,32,2024
4,Gonzaga,77,5,Utah,66,32,2024
3,NC State,79,6,Tennessee,72,32,2024
2,Stanford,87,7,Iowa State,81,32,2024
1,Iowa,64,8,West Virginia,54,32,2024
5,Colorado,63,4,Kansas State,50,32,2024
3,LSU,83,11,Middle Tennessee,56,32,2024
2,UCLA,67,7,Creighton,63,32,2024
1,USC,73,8,Kansas,55,32,2024
5,Baylor,75,4,Virginia Tech,72,32,2024
3,UConn,72,6,Syracuse,64,32,2024
7,Duke,75,2,Ohio State,63,32,2024
1,South Carolina,79,4,Indiana,75,16,2024
3,Oregon State,70,2,Notre Dame,65,16,2024
1,Texas,69,4,Gonzaga,47,16,2024
3,NC State,77,2,Stanford,67,16,2024
1,Iowa,89,5,Colorado,68,16,2024
3,LSU,78,2,UCLA,69,16,2024
1,USC,74,5,Baylor,70,16,2024
3,UConn,53,7,Duke,45,16,2024
1,South Carolina,70,3,Oregon State,58,8,2024
3,NC State,76,1,Texas,66,8,2024
1,Iowa,94,3,LSU,87,8,2024
3,UConn,80,1,USC,73,8,2024
1,South Carolina,78,3,NC State,59,4,2024
1,Iowa,71,3,UConn,69,4,2024
1,South Carolina,87,1,Iowa,75,2,2024
16,Southern,68,16,UC San Diego,56,0,2025
11,Iowa State,68,11,Princeton,63,0,2025
16,William & Mary,69,16,High Point,63,0,2025
11,Columbia,63,11,Washington,60,0,2025
1,UCLA,84,16,Southern,46,64,2025
8,Richmond,74,9,Georgia Tech,49,64,2025
5,Ole Miss,83,12,Ball State,65,64,2025
4,Baylor,73,13,Grand Canyon,60,64,2025
6,Florida State,94,11,George Mason,59,64,2025
3,LSU,103,14,San Diego State,48,64,2025
7,Michigan State,64,10,Harvard,50,64,2025
2,NC State,75,15,Vermont,55,64,2025
1,USC,72,16,UNC Greensboro,25,64,2025
9,Mississippi State,59,8,California,46,64,2025
5,Kansas State,85,12,Fairfield,41,64,2025
4,Kentucky,79,13,Liberty,78,64,2025
6,Iowa,92,11,Murray State,57,64,2025
3,Oklahoma,81,14,Florida Gulf Coast,58,64,2025
10,South Dakota State,74,7,Oklahoma State,68,64,2025
2,UConn,103,15,Arkansas State,34,64,2025
1,South Carolina,108,16,Tennessee Tech,48,64,2025
9,Indiana,76,8,Utah,68,64,2025
5,Alabama,81,12,Green Bay,67,64,2025
4,Maryland,82,13,Norfolk State,69,64,2025
6,West Virginia,78,11,Columbia,59,64,2025
3,North Carolina,70,14,Oregon State,49,64,2025
10,Oregon,77,7,Vanderbilt,73,64,2025
2,Duke,86,15,Lehigh,25,64,2025
1,Texas,105,16,William & Mary,61,64,2025
8,Illinois,66,9,Creighton,57,64,2025
5,Tennessee,101,12,South Florida,66,64,2025
4,Ohio State,71,13,Montana State,51,64,2025
6,Michigan,80,11,Iowa State,74,64,2025
3,Notre Dame,106,14,Stephen F. Austin,54,64,2025
7,Louisville,63,10,Nebraska,58,64,2025
2,TCU,73,15,Fairleigh Dickinson,51,64,2025
1,UCLA,84,8,Richmond,67,32,2025
5,Ole Miss,69,4,Baylor,63,32,2025
3,LSU,101,6,Florida State,71,32,2025
2,NC State,83,7,Michigan State,49,32,2025
1,USC,96,9,Mississippi State,59,32,2025
5,Kansas State,80,4,Kentucky,79,32,2025
3,Oklahoma,96,6,Iowa,62,32,2025
2,UConn,91,10,South Dakota State,57,32,2025
1,South Carolina,64,9,Indiana,53,32,2025
4,Maryland,111,5,Alabama,108,32,2025
3,North Carolina,58,6,West Virginia,47,32,2025
2,Duke,59,10,Oregon,53,32,2025
1,Texas,65,8,Illinois,48,32,2025
5,Tennessee,82,4,Ohio State,67,32,2025
3,Notre Dame,76,6,Michigan,55,32,2025
2,TCU,85,7,Louisville,70,32,2025
1,UCLA,76,5,Ole Miss,62,16,2025
3,LSU,80,2,NC State,73,16,2025
1,USC,67,5,Kansas State,61,16,2025
2,UConn,82,3,Oklahoma,59,16,2025
1,South Carolina,71,4,Maryland,67,16,2025
2,Duke,47,3,North Carolina,38,16,2025
1,Texas,67,5,Tennessee,59,16,2025
2,TCU,71,3,Notre Dame,62,16,2025
1,UCLA,72,3,LSU,65,8,2025
2,UConn,78,1,USC,64,8,2025
1,South Carolina,54,2,Duke,50,8,2025
1,Texas,58,2,TCU,47,8,2025
2,UConn,85,1,UCLA,51,4,2025
1,South Carolina,74,1,Texas,57,4,2025
2,UConn,82,1,South Carolina,59,2,2025
