seed1,team1,score1,seed2,team2,score2,round,year
1,Connecticut,79,16,Brown,60,64,1994
9,Auburn,60,8,Virginia Tech,51,64,1994
12,Western Kentucky,84,5,Rutgers,73,64,1994
4,Southern Mississippi,86,13,Tennessee State,72,64,1994
6,Old Dominion,56,11,Saint Joseph's,55,64,1994
3,North Carolina,101,14,Georgia Southern,53,64,1994
10,Minnesota,81,7,Notre Dame,76,64,1994
2,Vanderbilt,95,15,Grambling State,85,64,1994
1,Tennessee,111,16,North Carolina A&T,37,64,1994
9,Clemson,65,8,Florida International,64,64,1994
5,Ole Miss,83,12,Indiana,61,64,1994
4,Louisiana Tech,96,13,SMU,62,64,1994
6,SW Missouri State,75,11,Northern Illinois,56,64,1994
3,Virginia,72,14,Loyola (Md),47,64,1994
7,George Washington,74,10,UAB,66,64,1994
2,USC,77,15,Portland,62,64,1994
1,Penn State,94,16,Fordham,41,64,1994
9,Kansas,72,8,Stephen F. Austin,62,64,1994
5,Texas,75,12,Oklahoma State,67,64,1994
4,Seton Hall,70,13,Vermont,60,64,1994
6,Alabama,96,11,Oregon State,86,64,1994
3,Iowa,70,14,Mount St. Mary's,47,64,1994
10,Creighton,84,7,Bowling Green,73,64,1994
2,Texas Tech,75,15,Missouri,61,64,1994
1,Purdue,103,16,Radford,56,64,1994
8,Washington,89,9,Boise State,61,64,1994
5,San Diego State,81,12,Hawaiʻi,75,64,1994
13,Texas A&M,78,4,Florida,76,64,1994
6,Oregon,74,11,Santa Clara,59,64,1994
3,Colorado,77,14,Marquette,74,64,1994
7,Montana,77,10,UNLV,67,64,1994
2,Stanford,81,15,Green Bay,56,64,1994
1,Connecticut,81,9,Auburn,59,32,1994
4,Southern Mississippi,72,12,Western Kentucky,69,32,1994
3,North Carolina,63,6,Old Dominion,52,32,1994
2,Vanderbilt,98,10,Minnesota,72,32,1994
1,Tennessee,78,9,Clemson,66,32,1994
4,Louisiana Tech,82,5,Ole Miss,67,32,1994
3,Virginia,67,6,SW Missouri State,63,32,1994
2,USC,76,7,George Washington,72,32,1994
1,Penn State,85,9,Kansas,68,32,1994
4,Seton Hall,71,5,Texas,66,32,1994
6,Alabama,84,3,Iowa,78,32,1994
2,Texas Tech,75,10,Creighton,65,32,1994
1,Purdue,86,8,Washington,59,32,1994
13,Texas A&M,75,5,San Diego State,72,32,1994
3,Colorado,92,6,Oregon,71,32,1994
2,Stanford,66,7,Montana,62,32,1994
1,Connecticut,78,4,Southern Mississippi,64,16,1994
3,North Carolina,73,2,Vanderbilt,69,16,1994
4,Louisiana Tech,71,1,Tennessee,68,16,1994
2,USC,85,3,Virginia,66,16,1994
1,Penn State,64,4,Seton Hall,60,16,1994
6,Alabama,73,2,Texas Tech,68,16,1994
1,Purdue,82,13,Texas A&M,56,16,1994
2,Stanford,78,3,Colorado,62,16,1994
3,North Carolina,81,1,Connecticut,69,8,1994
4,Louisiana Tech,75,2,USC,66,8,1994
6,Alabama,96,1,Penn State,82,8,1994
1,Purdue,82,2,Stanford,65,8,1994
3,North Carolina,89,1,Purdue,74,4,1994
4,Louisiana Tech,69,6,Alabama,66,4,1994
3,North Carolina,60,4,Louisiana Tech,59,2,1994
1,Connecticut,105,16,Maine,75,64,1995
8,Virginia Tech,62,9,Saint Joseph's,52,64,1995
5,Duke,76,12,Oklahoma State,64,64,1995
4,Alabama,82,13,Mount St. Mary's,55,64,1995
6,Florida,89,11,Radford,49,64,1995
3,Virginia,71,14,Dartmouth,68,64,1995
7,Oklahoma,90,10,Loyola Maryland,55,64,1995
2,Louisiana Tech,90,15,Furman,52,64,1995
1,Vanderbilt,90,16,Northern Illinois,44,64,1995
8,Memphis,74,9,USC,72,64,1995
12,Montana,57,5,San Diego State,46,64,1995
4,Purdue,74,13,Portland,59,64,1995
6,Seton Hall,73,11,Stephen F. Austin,63,64,1995
3,North Carolina,89,14,Western Illinois,48,64,1995
10,SMU,96,7,Southern Miss,95,64,1995
2,Stanford,88,15,UC Irvine,55,64,1995
1,Tennessee,96,16,Florida A&M,59,64,1995
9,FIU,81,8,Old Dominion,76,64,1995
5,Oregon State,88,12,Tennessee State,75,64,1995
4,Western Kentucky,77,13,Toledo,63,64,1995
6,Arkansas,67,11,San Francisco,58,64,1995
3,Washington,73,14,Ohio,56,64,1995
10,Wisconsin,73,7,Kansas,72,64,1995
2,Texas Tech,87,15,Tulane,72,64,1995
1,Colorado,83,16,Holy Cross,49,64,1995
9,Southwest Missouri State,49,8,Utah,47,64,1995
5,Drake,87,12,Ole Miss,81,64,1995
4,George Washington,87,13,DePaul,79,64,1995
11,Louisville,67,6,Oregon,65,64,1995
3,Georgia,81,14,Indiana,64,64,1995
7,NC State,77,10,Marquette,62,64,1995
2,Penn State,75,15,Jackson State,62,64,1995
1,Connecticut,91,8,Virginia Tech,45,32,1995
4,Alabama,121,5,Duke,120,32,1995
3,Virginia,72,6,Florida,67,32,1995
2,Louisiana Tech,48,7,Oklahoma,36,32,1995
1,Vanderbilt,95,8,Memphis,68,32,1995
4,Purdue,62,12,Montana,51,32,1995
3,North Carolina,59,6,Seton Hall,45,32,1995
2,Stanford,95,10,SMU,73,32,1995
1,Tennessee,70,9,FIU,44,32,1995
4,Western Kentucky,85,5,Oregon State,78,32,1995
3,Washington,54,6,Arkansas,50,32,1995
2,Texas Tech,88,10,Wisconsin,65,32,1995
1,Colorado,78,9,Southwest Missouri State,34,32,1995
4,George Washington,96,5,Drake,93,32,1995
3,Georgia,81,11,Louisville,68,32,1995
7,NC State,76,2,Penn State,74,32,1995
1,Connecticut,87,4,Alabama,56,16,1995
3,Virginia,63,2,Louisiana Tech,62,16,1995
4,Purdue,67,1,Vanderbilt,66,16,1995
2,Stanford,81,3,North Carolina,71,16,1995
1,Tennessee,87,4,Western Kentucky,65,16,1995
2,Texas Tech,67,3,Washington,52,16,1995
1,Colorado,77,4,George Washington,61,16,1995
3,Georgia,98,7,NC State,79,16,1995
1,Connecticut,67,3,Virginia,63,8,1995
2,Stanford,69,4,Purdue,58,8,1995
1,Tennessee,80,2,Texas Tech,59,8,1995
3,Georgia,82,1,Colorado,79,8,1995
1,Connecticut,87,2,Stanford,60,4,1995
1,Tennessee,73,3,Georgia,51,4,1995
1,Connecticut,70,1,Tennessee,64,2,1995
1,Tennessee,97,16,Radford,56,64,1996
9,Ohio State,97,8,Memphis,75,64,1996
5,Texas,73,12,Southwest Missouri State,55,64,1996
4,Kansas,72,13,Middle Tennessee State,57,64,1996
6,George Washington,83,11,Maine,67,64,1996
3,Virginia,100,14,Manhattan,55,64,1996
10,Toledo,65,7,Ole Miss,53,64,1996
2,Old Dominion,83,15,Holy Cross,56,64,1996
1,Connecticut,94,16,Howard,63,64,1996
9,Michigan State,60,8,Massachusetts,57,64,1996
12,San Francisco,68,5,Florida,61,64,1996
4,Duke,85,13,James Madison,53,64,1996
6,Wisconsin,74,11,Oregon,60,64,1996
3,Vanderbilt,100,14,Harvard,83,64,1996
7,DePaul,96,10,SMU,82,64,1996
2,Iowa,72,15,Butler,67,64,1996
1,Louisiana Tech,98,16,UCF,41,64,1996
9,Southern Miss,74,8,Utah,66,64,1996
12,Notre Dame,73,5,Purdue,60,64,1996
4,Texas Tech,78,13,Portland,61,64,1996
11,Stephen F. Austin,67,6,Oregon State,65,64,1996
3,Clemson,79,14,Austin Peay,52,64,1996
7,Oklahoma State,90,10,Rhode Island,82,64,1996
2,Georgia,98,15,Saint Francis,66,64,1996
1,Stanford,82,16,Grambling State,43,64,1996
8,Colorado State,66,9,Nebraska,62,64,1996
5,NC State,77,12,Montana,68,64,1996
4,Alabama,95,13,Appalachian State,66,64,1996
6,Auburn,73,11,Hawaii,53,64,1996
3,Colorado,83,14,Tulane,75,64,1996
10,Kent State,72,7,Texas A&M,68,64,1996
2,Penn State,94,15,Youngstown State,71,64,1996
1,Tennessee,97,9,Ohio State,65,32,1996
4,Kansas,77,5,Texas,70,32,1996
3,Virginia,62,6,George Washington,43,32,1996
2,Old Dominion,72,10,Toledo,66,32,1996
1,Connecticut,88,9,Michigan State,68,32,1996
12,San Francisco,64,4,Duke,60,32,1996
3,Vanderbilt,96,6,Wisconsin,82,32,1996
2,Iowa,72,7,DePaul,71,32,1996
1,Louisiana Tech,84,9,Southern Miss,46,32,1996
4,Texas Tech,82,12,Notre Dame,67,32,1996
11,Stephen F. Austin,93,3,Clemson,88,32,1996
2,Georgia,83,7,Oklahoma State,55,32,1996
1,Stanford,94,8,Colorado State,63,32,1996
4,Alabama,88,5,NC State,68,32,1996
6,Auburn,68,3,Colorado,61,32,1996
2,Penn State,86,10,Kent State,59,32,1996
1,Tennessee,92,4,Kansas,71,16,1996
3,Virginia,72,2,Old Dominion,60,16,1996
1,Connecticut,72,12,San Francisco,44,16,1996
3,Vanderbilt,74,2,Iowa,63,16,1996
1,Louisiana Tech,66,4,Texas Tech,55,16,1996
2,Georgia,78,11,Stephen F. Austin,64,16,1996
1,Stanford,78,4,Alabama,76,16,1996
6,Auburn,75,2,Penn State,69,16,1996
1,Tennessee,52,3,Virginia,46,8,1996
1,Connecticut,67,3,Vanderbilt,57,8,1996
2,Georgia,90,1,Louisiana Tech,76,8,1996
1,Stanford,71,6,Auburn,57,8,1996
1,Tennessee,88,1,Connecticut,83,4,1996
2,Georgia,86,1,Stanford,76,4,1996
1,Tennessee,83,2,Georgia,65,2,1996
1,North Carolina,78,16,Harvard,53,64,1997
8,Michigan State,75,9,Portland,70,64,1997
5,George Washington,61,12,Northwestern,46,64,1997
4,Tulane,72,13,UCSB,69,64,1997
6,Notre Dame,93,11,Memphis,62,64,1997
3,Texas,66,14,SW Texas State,38,64,1997
7,Saint Joseph's,70,10,Kansas State,52,64,1997
2,Alabama,94,15,Saint Francis,50,64,1997
1,Old Dominion,102,16,Liberty,52,64,1997
8,Purdue,74,9,Maryland,48,64,1997
12,Marquette,70,5,Clemson,66,64,1997
4,LSU,88,13,Maine,79,64,1997
6,USC,68,11,San Francisco,55,64,1997
3,Florida,92,14,Florida International,68,64,1997
7,Auburn,68,10,Louisville,65,64,1997
2,Louisiana Tech,94,15,Saint Peter's,50,64,1997
1,Connecticut,103,16,Lehigh,35,64,1997
9,Iowa,56,8,North Carolina State,50,64,1997
5,Duke,70,12,DePaul,56,64,1997
4,Illinois,79,13,Drake,62,64,1997
6,Oregon,80,11,San Diego State,68,64,1997
3,Tennessee,91,14,Grambling State,54,64,1997
7,Stephen F. Austin,79,10,Toledo,66,64,1997
2,Colorado,69,15,Marshall,49,64,1997
1,Stanford,111,16,Howard,59,64,1997
8,Texas Tech,47,9,Montana,45,64,1997
5,Utah,66,12,Iowa State,57,64,1997
4,Virginia,96,13,Troy State,74,64,1997
6,Vanderbilt,74,11,Washington,62,64,1997
3,Kansas,81,14,Detroit,67,64,1997
7,Arizona,76,10,Western Kentucky,54,64,1997
2,Georgia,91,15,Eastern Kentucky,55,64,1997
1,North Carolina,81,8,Michigan State,71,32,1997
5,George Washington,81,4,Tulane,67,32,1997
6,Notre Dame,86,3,Texas,83,32,1997
2,Alabama,61,7,Saint Joseph's,52,32,1997
1,Old Dominion,69,8,Purdue,65,32,1997
4,LSU,71,12,Marquette,58,32,1997
3,Florida,92,6,USC,78,32,1997
2,Louisiana Tech,74,7,Auburn,48,32,1997
1,Connecticut,72,9,Iowa,53,32,1997
4,Illinois,85,5,Duke,67,32,1997
3,Tennessee,76,6,Oregon,59,32,1997
2,Colorado,66,7,Stephen F. Austin,57,32,1997
1,Stanford,67,8,Texas Tech,45,32,1997
4,Virginia,65,5,Utah,46,32,1997
6,Vanderbilt,51,3,Kansas,44,32,1997
2,Georgia,80,7,Arizona,74,32,1997
5,George Washington,55,1,North Carolina,46,16,1997
6,Notre Dame,87,2,Alabama,71,16,1997
1,Old Dominion,62,4,LSU,49,16,1997
3,Florida,71,2,Louisiana Tech,57,16,1997
1,Connecticut,78,4,Illinois,73,16,1997
3,Tennessee,75,2,Colorado,67,16,1997
1,Stanford,91,4,Virginia,69,16,1997
2,Georgia,66,6,Vanderbilt,52,16,1997
6,Notre Dame,62,5,George Washington,52,8,1997
1,Old Dominion,53,3,Florida,51,8,1997
3,Tennessee,91,1,Connecticut,81,8,1997
1,Stanford,82,2,Georgia,47,8,1997
3,Tennessee,80,6,Notre Dame,66,4,1997
1,Old Dominion,83,1,Stanford,82,4,1997
3,Tennessee,68,1,Old Dominion,59,2,1997
1,Old Dominion,92,16,Saint Francis,39,64,1998
9,Nebraska,76,8,New Mexico,59,64,1998
12,Youngstown State,91,5,Memphis,80,64,1998
4,NC State,89,13,Maine,64,64,1998
6,Virginia,77,11,SMU,68,64,1998
3,Arizona,75,14,Santa Clara,63,64,1998
10,George Washington,74,7,Georgia,72,64,1998
2,Connecticut,93,15,Fairfield,52,64,1998
1,Tennessee,102,16,Liberty,58,64,1998
8,Western Kentucky,88,9,Stephen F. Austin,76,64,1998
5,Rutgers,79,12,Oregon,76,64,1998
4,Iowa State,79,13,Kent State,76,64,1998
11,UC Santa Barbara,76,6,Vanderbilt,71,64,1998
3,Illinois,82,14,Green Bay,58,64,1998
7,FIU,59,10,Marquette,45,64,1998
2,North Carolina,91,15,Howard,71,64,1998
1,Texas Tech,87,16,Grambling State,75,64,1998
9,Notre Dame,78,8,SW Missouri State,64,64,1998
12,Colorado State,81,5,Drake,75,64,1998
4,Purdue,88,13,Washington,71,64,1998
6,Clemson,60,11,Miami (FL),49,64,1998
3,Louisiana Tech,86,14,Holy Cross,58,64,1998
7,UCLA,65,10,Michigan,58,64,1998
2,Alabama,94,15,UNC Greensboro,46,64,1998
16,Harvard,71,1,Stanford,67,64,1998
9,Arkansas,76,8,Hawaii,70,64,1998
5,Kansas,72,12,Tulane,68,64,1998
4,Iowa,77,13,Massachusetts,59,64,1998
11,Virginia Tech,75,6,Wisconsin,64,64,1998
3,Florida,85,14,Montana,64,64,1998
10,Louisville,69,7,Utah,61,64,1998
2,Duke,92,15,Middle Tennessee,67,64,1998
1,Old Dominion,75,9,Nebraska,60,32,1998
4,NC State,88,12,Youngstown State,61,32,1998
3,Arizona,94,6,Virginia,77,32,1998
2,Connecticut,75,10,George Washington,67,32,1998
1,Tennessee,82,8,Western Kentucky,62,32,1998
5,Rutgers,62,4,Iowa State,61,32,1998
3,Illinois,69,11,UC Santa Barbara,65,32,1998
2,North Carolina,85,7,FIU,72,32,1998
9,Notre Dame,74,1,Texas Tech,59,32,1998
4,Purdue,77,12,Colorado State,63,32,1998
3,Louisiana Tech,74,6,Clemson,52,32,1998
2,Alabama,75,7,UCLA,74,32,1998
9,Arkansas,82,16,Harvard,64,32,1998
5,Kansas,62,4,Iowa,58,32,1998
3,Florida,89,11,Virginia Tech,57,32,1998
2,Duke,69,10,Louisville,53,32,1998
4,NC State,55,1,Old Dominion,54,16,1998
2,Connecticut,74,3,Arizona,57,16,1998
1,Tennessee,92,5,Rutgers,60,16,1998
2,North Carolina,80,3,Illinois,74,16,1998
4,Purdue,70,9,Notre Dame,65,16,1998
3,Louisiana Tech,71,2,Alabama,57,16,1998
9,Arkansas,79,5,Kansas,63,16,1998
2,Duke,71,3,Florida,58,16,1998
4,NC State,60,2,Connecticut,52,8,1998
1,Tennessee,76,2,North Carolina,70,8,1998
3,Louisiana Tech,72,4,Purdue,65,8,1998
9,Arkansas,77,2,Duke,72,8,1998
3,Louisiana Tech,84,4,NC State,65,4,1998
1,Tennessee,86,9,Arkansas,58,4,1998
1,Tennessee,93,3,Louisiana Tech,75,2,1998
1,Tennessee,113,16,Appalachian State,54,64,1999
8,Boston College,72,9,Ohio State,59,64,1999
5,Auburn,69,12,Texas,61,64,1999
4,Virginia Tech,73,13,St. Peter's,48,64,1999
11,Saint Joseph's,83,6,Tulane,72,64,1999
3,Duke,79,14,Holy Cross,51,64,1999
10,Maine,60,7,Stanford,58,64,1999
2,Old Dominion,74,15,Tennessee Tech,48,64,1999
1,Connecticut,97,16,Saint Francis,46,64,1999
8,Xavier,85,9,Florida International,71,64,1999
5,Oregon,65,12,Cincinnati,56,64,1999
4,Iowa State,74,13,Santa Clara,61,64,1999
11,SMU,91,6,Toledo,76,64,1999
3,Georgia,73,14,Liberty,52,64,1999
7,Illinois,69,10,Louisville,67,64,1999
2,Clemson,76,15,Florida A&M,45,64,1999
1,Purdue,68,16,Oral Roberts,48,64,1999
9,Kansas,64,8,Marquette,58,64,1999
5,Alabama,80,12,Grambling State,68,64,1999
4,North Carolina,64,13,Northeastern,55,64,1999
6,Arizona,87,11,Florida,84,64,1999
3,Rutgers,84,14,Dartmouth,70,64,1999
10,NC State,76,7,Mississippi State,57,64,1999
2,Texas Tech,80,15,Stephen F. Austin,54,64,1999
1,Louisiana Tech,90,16,UCF,48,64,1999
8,Penn State,82,9,Virginia,69,64,1999
5,Notre Dame,61,12,St. Mary's (CA),57,64,1999
4,LSU,78,13,Evansville,69,64,1999
6,Kentucky,98,11,Nebraska,92,64,1999
3,UCLA,76,14,Green Bay,69,64,1999
7,SW Missouri State,72,10,UC Santa Barbara,70,64,1999
2,Colorado State,71,15,Cal State Northridge,59,64,1999
1,Tennessee,89,8,Boston College,62,32,1999
4,Virginia Tech,76,5,Auburn,61,32,1999
3,Duke,66,11,Saint Joseph's,60,32,1999
2,Old Dominion,72,10,Maine,62,32,1999
1,Connecticut,86,8,Xavier,84,32,1999
4,Iowa State,85,5,Oregon,70,32,1999
3,Georgia,68,11,SMU,55,32,1999
2,Clemson,63,7,Illinois,51,32,1999
1,Purdue,55,9,Kansas,41,32,1999
4,North Carolina,70,5,Alabama,56,32,1999
3,Rutgers,90,6,Arizona,47,32,1999
2,Texas Tech,85,10,NC State,78,32,1999
1,Louisiana Tech,79,8,Penn State,62,32,1999
4,LSU,74,5,Notre Dame,64,32,1999
3,UCLA,87,6,Kentucky,63,32,1999
2,Colorado State,86,7,SW Missouri State,70,32,1999
1,Tennessee,68,4,Virginia Tech,52,16,1999
3,Duke,76,2,Old Dominion,63,16,1999
4,Iowa State,64,1,Connecticut,58,16,1999
3,Georgia,67,2,Clemson,54,16,1999
1,Purdue,82,4,North Carolina,59,16,1999
3,Rutgers,53,2,Texas Tech,42,16,1999
1,Louisiana Tech,73,4,LSU,52,16,1999
3,UCLA,77,2,Colorado State,68,16,1999
3,Duke,69,1,Tennessee,63,8,1999
3,Georgia,89,4,Iowa State,71,8,1999
1,Purdue,75,3,Rutgers,62,8,1999
1,Louisiana Tech,88,3,UCLA,62,8,1999
3,Duke,81,3,Georgia,69,4,1999
1,Purdue,77,1,Louisiana Tech,63,4,1999
1,Purdue,62,3,Duke,45,2,1999
1,Connecticut,116,16,Hampton,45,64,2000
9,Clemson,64,8,Drake,50,64,2000
5,Oklahoma,86,12,BYU,81,64,2000
4,Purdue,70,13,Dartmouth,66,64,2000
11,Stephen F. Austin,73,6,Xavier,72,64,2000
3,LSU,77,14,Liberty,54,64,2000
10,Western Kentucky,68,7,Marquette,65,64,2000
2,Duke,71,15,Campbell,42,64,2000
1,Louisiana Tech,95,16,Alcorn State,53,64,2000
9,Vanderbilt,71,8,Kansas,69,64,2000
12,SMU,64,5,NC State,63,64,2000
4,Old Dominion,94,13,Green Bay,85,64,2000
6,Illinois,73,11,Utah,58,64,2000
3,Iowa State,92,14,Saint Francis,63,64,2000
7,Auburn,78,10,Southwest Missouri State,74,64,2000
2,Penn State,83,15,Youngstown State,63,64,2000
1,Tennessee,90,16,Furman,38,64,2000
8,Arizona,73,9,Kent State,61,64,2000
5,Boston College,93,12,Nebraska,76,64,2000
4,Virginia,74,13,Pepperdine,62,64,2000
6,Tulane,65,11,Vermont,60,64,2000
3,Texas Tech,83,14,Tennessee Tech,54,64,2000
7,George Washington,79,10,UCLA,72,64,2000
2,Notre Dame,87,15,San Diego,61,64,2000
1,Georgia,74,16,Montana,46,64,2000
9,Stanford,81,8,Michigan,74,64,2000
5,North Carolina,62,12,Maine,57,64,2000
13,Rice,67,4,UC Santa Barbara,64,64,2000
11,UAB,80,6,Oregon,79,64,2000
3,Mississippi State,94,14,St. Peter's,60,64,2000
10,St. Joseph's,69,7,Texas,48,64,2000
2,Rutgers,91,15,Holy Cross,70,64,2000
1,Connecticut,83,9,Clemson,45,32,2000
5,Oklahoma,76,4,Purdue,74,32,2000
3,LSU,57,11,Stephen F. Austin,45,32,2000
2,Duke,90,10,Western Kentucky,70,32,2000
1,Louisiana Tech,66,9,Vanderbilt,65,32,2000
4,Old Dominion,96,12,SMU,76,32,2000
3,Iowa State,79,6,Illinois,68,32,2000
2,Penn State,75,7,Auburn,69,32,2000
1,Tennessee,75,8,Arizona,60,32,2000
4,Virginia,74,5,Boston College,70,32,2000
3,Texas Tech,76,6,Tulane,59,32,2000
2,Notre Dame,95,7,George Washington,60,32,2000
1,Georgia,83,9,Stanford,64,32,2000
5,North Carolina,83,13,Rice,50,32,2000
11,UAB,78,3,Mississippi State,72,32,2000
2,Rutgers,59,10,St. Joseph's,39,32,2000
1,Connecticut,102,5,Oklahoma,80,16,2000
3,LSU,79,2,Duke,66,16,2000
1,Louisiana Tech,86,4,Old Dominion,74,16,2000
2,Penn State,66,3,Iowa State,65,16,2000
1,Tennessee,77,4,Virginia,56,16,2000
3,Texas Tech,69,2,Notre Dame,65,16,2000
1,Georgia,83,5,North Carolina,57,16,2000
2,Rutgers,60,11,UAB,45,16,2000
1,Connecticut,86,3,LSU,71,8,2000
2,Penn State,86,1,Louisiana Tech,65,8,2000
1,Tennessee,57,3,Texas Tech,44,8,2000
2,Rutgers,59,1,Georgia,51,8,2000
1,Connecticut,89,2,Penn State,67,4,2000
1,Tennessee,64,2,Rutgers,54,4,2000
1,Connecticut,71,1,Tennessee,52,2,2000
1,Tennessee,90,16,Austin Peay,38,64,2001
9,Saint Mary's,68,8,Texas,64,64,2001
5,Clemson,51,12,Chattanooga,49,64,2001
4,Xavier,80,13,Louisville,52,64,2001
6,LSU,83,11,Arizona State,66,64,2001
3,Purdue,75,14,UC Santa Barbara,62,64,2001
7,Virginia Tech,77,10,Denver,57,64,2001
2,Texas Tech,100,15,Penn,57,64,2001
1,Duke,95,16,UW–Milwaukee,63,64,2001
9,Arkansas,68,8,Baylor,59,64,2001
5,SW Missouri State,89,12,Toledo,71,64,2001
4,Rutgers,80,13,Stephen F. Austin,43,64,2001
6,Washington,67,11,Old Dominion,65,64,2001
3,Florida,84,14,Holy Cross,52,64,2001
10,Stanford,76,7,George Washington,51,64,2001
2,Oklahoma,70,15,Oral Roberts,64,64,2001
1,Notre Dame,98,16,Alcorn State,49,64,2001
8,Michigan,81,9,Virginia,71,64,2001
5,Utah,79,12,Fairfield,57,64,2001
4,Iowa,89,13,Oregon,82,64,2001
6,Colorado,98,11,Siena,78,64,2001
3,Vanderbilt,83,14,Idaho State,57,64,2001
7,Florida State,72,10,Tulane,70,64,2001
2,Iowa State,100,15,Howard,61,64,2001
1,Connecticut,101,16,Long Island,29,64,2001
9,Colorado State,83,8,Maryland,69,64,2001
5,Villanova,66,12,Drake,58,64,2001
4,NC State,76,13,Delaware,57,64,2001
11,TCU,77,6,Penn State,75,64,2001
3,Louisiana Tech,84,14,Georgia State,48,64,2001
10,Missouri,71,7,Wisconsin,68,64,2001
2,Georgia,77,15,Liberty,48,64,2001
1,Tennessee,92,9,Saint Mary's,75,32,2001
4,Xavier,77,5,Clemson,62,32,2001
3,Purdue,73,6,LSU,70,32,2001
2,Texas Tech,73,7,Virginia Tech,52,32,2001
1,Duke,75,9,Arkansas,54,32,2001
5,SW Missouri State,60,4,Rutgers,53,32,2001
6,Washington,86,3,Florida,75,32,2001
2,Oklahoma,67,10,Stanford,50,32,2001
1,Notre Dame,88,8,Michigan,54,32,2001
5,Utah,78,4,Iowa,69,32,2001
3,Vanderbilt,65,6,Colorado,59,32,2001
2,Iowa State,85,7,Florida State,70,32,2001
1,Connecticut,89,9,Colorado State,44,32,2001
4,NC State,68,5,Villanova,64,32,2001
3,Louisiana Tech,80,11,TCU,59,32,2001
10,Missouri,78,2,Georgia,65,32,2001
4,Xavier,80,1,Tennessee,65,16,2001
3,Purdue,74,2,Texas Tech,72,16,2001
5,SW Missouri State,81,1,Duke,71,16,2001
6,Washington,84,2,Oklahoma,67,16,2001
1,Notre Dame,69,5,Utah,54,16,2001
3,Vanderbilt,84,2,Iowa State,65,16,2001
1,Connecticut,72,4,NC State,58,16,2001
3,Louisiana Tech,78,10,Missouri,67,16,2001
3,Purdue,88,4,Xavier,78,8,2001
5,SW Missouri State,104,6,Washington,87,8,2001
1,Notre Dame,72,3,Vanderbilt,64,8,2001
1,Connecticut,67,3,Louisiana Tech,48,8,2001
3,Purdue,81,5,SW Missouri State,64,4,2001
1,Notre Dame,90,1,Connecticut,75,4,2001
1,Notre Dame,68,3,Purdue,66,2,2001
1,Connecticut,86,16,Saint Francis,37,64,2002
9,Iowa,69,8,Virginia,62,64,2002
5,Florida International,73,12,Creighton,58,64,2002
4,Penn State,82,13,Chattanooga,67,64,2002
6,Arkansas,78,11,Clemson,68,64,2002
3,Kansas State,93,14,Kent State,65,64,2002
7,Old Dominion,68,10,Georgia,54,64,2002
2,Purdue,80,15,Austin Peay,49,64,2002
1,Vanderbilt,63,16,Oakland,38,64,2002
9,Arizona State,73,8,Wisconsin,70,64,2002
5,Minnesota,71,12,UNLV,54,64,2002
4,North Carolina,85,13,Harvard,58,64,2002
11,BYU,90,6,Florida,52,64,2002
3,Iowa State,72,14,Temple,57,64,2002
7,Notre Dame,71,10,New Mexico,61,64,2002
2,Tennessee,98,15,Georgia State,68,64,2002
1,Oklahoma,84,16,Hartford,52,64,2002
9,Villanova,67,8,Pepperdine,46,64,2002
12,Mississippi State,65,5,Boston College,59,64,2002
4,Texas Tech,84,13,Stephen F. Austin,63,64,2002
6,LSU,84,11,Santa Clara,78,64,2002
3,Colorado,88,14,Southern,61,64,2002
10,Tulane,73,7,Colorado State,69,64,2002
2,Stanford,76,15,Weber State,51,64,2002
1,Duke,95,16,Norfolk State,48,64,2002
8,TCU,55,9,Indiana,45,64,2002
12,UC Santa Barbara,57,5,Louisiana Tech,56,64,2002
4,Texas,60,13,Green Bay,55,64,2002
6,Cincinnati,76,11,Saint Peter's,63,64,2002
3,South Carolina,69,14,Liberty,61,64,2002
7,Drake,87,10,Syracuse,69,64,2002
2,Baylor,80,15,Bucknell,56,64,2002
1,Connecticut,86,9,Iowa,48,32,2002
4,Penn State,96,5,Florida International,79,32,2002
3,Kansas State,82,6,Arkansas,68,32,2002
7,Old Dominion,74,2,Purdue,70,32,2002
1,Vanderbilt,61,9,Arizona State,35,32,2002
4,North Carolina,72,5,Minnesota,69,32,2002
11,BYU,75,3,Iowa State,69,32,2002
2,Tennessee,89,7,Notre Dame,50,32,2002
1,Oklahoma,66,9,Villanova,53,32,2002
4,Texas Tech,77,12,Mississippi State,55,32,2002
3,Colorado,69,6,LSU,58,32,2002
2,Stanford,77,10,Tulane,55,32,2002
1,Duke,76,8,TCU,66,32,2002
4,Texas,76,12,UC Santa Barbara,60,32,2002
3,South Carolina,75,6,Cincinnati,56,32,2002
7,Drake,76,2,Baylor,72,32,2002
1,Connecticut,82,4,Penn State,64,16,2002
7,Old Dominion,82,3,Kansas State,62,16,2002
1,Vanderbilt,70,4,North Carolina,61,16,2002
2,Tennessee,68,11,BYU,57,16,2002
1,Oklahoma,72,4,Texas Tech,62,16,2002
3,Colorado,62,2,Stanford,59,16,2002
1,Duke,62,4,Texas,46,16,2002
3,South Carolina,79,7,Drake,65,16,2002
1,Connecticut,85,7,Old Dominion,64,8,2002
2,Tennessee,68,1,Vanderbilt,63,8,2002
1,Oklahoma,94,3,Colorado,60,8,2002
1,Duke,77,3,South Carolina,68,8,2002
1,Connecticut,79,2,Tennessee,56,4,2002
1,Oklahoma,86,1,Duke,71,4,2002
